Transaction_ID,Date,Region,Country,Drug_Name,Therapy_Area,Hospital,Doctor_Segment,Sales_Representative,Units_Sold,Revenue,Discount,Manufacturing_Cost,Profit,Marketing_Spend,Inventory,Customer_Type,Quarter,Month
TXN003129,2024-05-19,North,USA,Ozempic,Diabetes,Sunrise Clinic,Medium Prescriber,Rep_004,162,114795.8,20663.24,37153.7,56978.86,8212.49,22,Government,Q2,May
TXN003130,2023-04-27,North,USA,Opdivo,Oncology,City Medical Center,Non-Prescriber,Rep_004,295,40842.33,7351.62,14462.03,19028.68,1624.1,300,Government,Q2,April
TXN003131,2024-04-03,North,USA,Nurtec,Neurology,City Medical Center,Medium Prescriber,Rep_027,108,71617.67,12891.18,22312.42,36414.07,5588.1,60,Online Pharmacy,Q2,April
TXN003132,2025-01-21,West,Germany,Trulicity,Diabetes,Cleveland Partners,Non-Prescriber,Rep_039,233,95829.93,8050.81,31222.97,56556.15,5993.09,231,Government,Q1,January
TXN003133,2023-08-22,North,USA,Eliquis,Cardiology,Sunrise Clinic,Low Prescriber,Rep_002,202,102796.49,18503.37,37988.24,46304.88,2963.17,231,Online Pharmacy,Q3,August
TXN003134,2024-09-09,North,USA,Jardiance,Diabetes,Metro Health,Non-Prescriber,Rep_009,302,88644.88,15956.08,30871.31,41817.49,5166.52,82,Online Pharmacy,Q3,September
TXN003135,2023-12-15,South,Brazil,Shingrix,Vaccines,Metro Health,High Prescriber,Rep_011,250,84688.06,7072.58,22333.0,55282.48,3643.74,155,Retail Pharmacy,Q4,December
TXN003136,2025-11-08,South,Brazil,Trulicity,Diabetes,City Medical Center,Non-Prescriber,Rep_001,184,104377.21,9523.93,44643.68,50209.6,7917.86,414,Online Pharmacy,Q4,November
TXN003137,2025-12-07,East,India,Entresto,Cardiology,Mercy General,Low Prescriber,Rep_026,515,91019.16,8933.85,24418.85,57666.46,5102.66,481,Government,Q4,December
TXN003138,2023-06-21,Central,UAE,Ozempic,Diabetes,Metro Health,High Prescriber,Rep_033,85,50470.37,1626.21,13805.56,35038.6,1963.63,16,Government,Q2,June
TXN003139,2024-05-19,Central,UAE,Brilinta,Cardiology,Apollo Hospital,Medium Prescriber,Rep_030,405,267494.59,25208.3,86009.25,156277.04,12768.81,454,Online Pharmacy,Q2,May
TXN003140,2024-05-11,East,India,Entresto,Cardiology,Cleveland Partners,Non-Prescriber,Rep_022,371,221852.12,19215.43,95191.99,107444.7,8491.15,263,Retail Pharmacy,Q2,May
TXN003141,2025-01-29,North,USA,Brilinta,Cardiology,Mercy General,Medium Prescriber,Rep_027,172,86902.96,15642.53,24270.24,46990.19,1969.27,65,Online Pharmacy,Q1,January
TXN003142,2023-02-14,East,India,Brilinta,Cardiology,Sunrise Clinic,Non-Prescriber,Rep_031,122,63485.04,5824.53,19676.15,37984.36,2447.39,160,Retail Pharmacy,Q1,February
TXN003143,2025-02-07,East,India,Keytruda,Oncology,Sunrise Clinic,Non-Prescriber,Rep_003,227,170124.81,6744.16,66512.5,96868.15,7872.32,182,Government,Q1,February
TXN003144,2024-02-05,North,USA,Opdivo,Oncology,Cleveland Partners,High Prescriber,Rep_023,251,26018.82,4683.39,10424.23,10911.2,1540.46,407,Retail Pharmacy,Q1,February
TXN003145,2024-09-24,North,USA,Brilinta,Cardiology,Sunrise Clinic,Non-Prescriber,Rep_016,138,81247.91,14624.62,33245.69,33377.6,4875.78,71,Government,Q3,September
TXN003146,2023-06-12,East,India,Avastin,Oncology,Cleveland Partners,Low Prescriber,Rep_021,142,65173.61,4135.93,20418.84,40618.84,3324.72,210,Online Pharmacy,Q2,June
TXN003147,2024-04-13,East,India,Eliquis,Cardiology,Metro Health,Medium Prescriber,Rep_016,121,8695.34,804.36,3666.65,4224.33,336.72,255,Retail Pharmacy,Q2,April
TXN003148,2023-12-07,West,Germany,Herceptin,Oncology,St. Luke's,Non-Prescriber,Rep_020,316,175634.06,7620.68,64625.62,103387.76,13120.87,207,Retail Pharmacy,Q4,December
TXN003149,2024-05-19,North,USA,Herceptin,Oncology,Apollo Hospital,Low Prescriber,Rep_021,298,188528.59,33935.15,64484.07,90109.37,13755.27,230,Hospital,Q2,May
TXN003150,2024-10-27,East,India,Prevnar,Vaccines,St. Luke's,High Prescriber,Rep_022,262,201265.16,13869.59,62680.02,124715.55,6915.37,264,Online Pharmacy,Q4,October
TXN003151,2024-06-07,West,Germany,Brilinta,Cardiology,City Medical Center,High Prescriber,Rep_038,43,26728.6,1705.37,8611.65,16411.58,1514.43,95,Online Pharmacy,Q2,June
TXN003152,2023-08-17,Central,UAE,Vyepti,Neurology,Metro Health,Medium Prescriber,Rep_013,202,95664.44,8407.53,31750.27,55506.64,2411.19,497,Retail Pharmacy,Q3,August
TXN003153,2023-08-23,North,USA,Keytruda,Oncology,Sunrise Clinic,High Prescriber,Rep_040,246,35675.96,6421.67,9229.2,20025.09,1347.52,473,Online Pharmacy,Q3,August
TXN003154,2023-12-07,North,USA,Opdivo,Oncology,Mercy General,Low Prescriber,Rep_034,220,52338.28,9420.89,17378.35,25539.04,3635.72,391,Retail Pharmacy,Q4,December
TXN003155,2025-02-02,East,India,Opdivo,Oncology,St. Luke's,High Prescriber,Rep_001,265,75467.15,2812.69,27317.54,45336.92,2617.95,116,Government,Q1,February
TXN003156,2025-07-27,South,Brazil,Keytruda,Oncology,Apollo Hospital,High Prescriber,Rep_023,272,33826.64,2959.18,11877.84,18989.62,1735.16,283,Online Pharmacy,Q3,July
TXN003157,2025-02-17,East,India,Avastin,Oncology,Apollo Hospital,Medium Prescriber,Rep_013,486,154180.93,6971.29,45125.27,102084.37,3840.71,90,Online Pharmacy,Q1,February
TXN003158,2023-03-27,East,India,Brilinta,Cardiology,Metro Health,High Prescriber,Rep_011,169,27308.41,1782.77,9008.44,16517.2,1078.06,420,Online Pharmacy,Q1,March
TXN003159,2023-04-10,East,India,Opdivo,Oncology,Mercy General,Non-Prescriber,Rep_015,163,92918.4,8747.61,24114.82,60055.97,3146.01,213,Online Pharmacy,Q2,April
TXN003160,2023-08-30,North,USA,Shingrix,Vaccines,Cleveland Partners,High Prescriber,Rep_025,274,178125.79,32062.64,73167.52,72895.63,4202.12,235,Retail Pharmacy,Q3,August
TXN003161,2025-11-30,East,India,Entresto,Cardiology,Mercy General,Medium Prescriber,Rep_003,265,18907.07,765.24,6663.81,11478.02,1028.83,115,Government,Q4,November
TXN003162,2023-02-26,Central,UAE,Brilinta,Cardiology,Apollo Hospital,High Prescriber,Rep_004,257,81460.74,3303.54,25918.11,52239.09,1772.64,276,Hospital,Q1,February
TXN003163,2024-09-09,North,USA,Ozempic,Diabetes,Cleveland Partners,Non-Prescriber,Rep_026,367,107220.94,19299.77,32237.44,55683.73,3182.22,22,Retail Pharmacy,Q3,September
TXN003164,2025-12-10,South,Brazil,Herceptin,Oncology,Sunrise Clinic,Medium Prescriber,Rep_015,44,4275.65,238.02,1561.24,2476.39,203.67,131,Retail Pharmacy,Q4,December
TXN003165,2023-11-09,Central,UAE,Avastin,Oncology,Metro Health,High Prescriber,Rep_012,163,123736.52,9045.35,31588.59,83102.58,7305.79,475,Online Pharmacy,Q4,November
TXN003166,2024-12-08,East,India,Opdivo,Oncology,Mercy General,High Prescriber,Rep_016,299,117105.65,5671.99,50524.79,60908.87,3843.95,177,Hospital,Q4,December
TXN003167,2024-06-17,Central,UAE,Avastin,Oncology,Sunrise Clinic,Medium Prescriber,Rep_015,143,26021.55,1061.64,7114.17,17845.74,1864.84,344,Government,Q2,June
TXN003168,2024-02-04,South,Brazil,Nurtec,Neurology,St. Luke's,Low Prescriber,Rep_025,224,126008.29,10809.39,32695.99,82502.91,9983.86,363,Online Pharmacy,Q1,February
TXN003169,2024-08-22,North,USA,Eliquis,Cardiology,St. Luke's,Medium Prescriber,Rep_031,279,38839.02,6991.02,17144.76,14703.24,1406.84,175,Retail Pharmacy,Q3,August
TXN003170,2024-02-12,Central,UAE,Shingrix,Vaccines,City Medical Center,High Prescriber,Rep_030,212,11002.17,469.11,3795.21,6737.85,479.69,216,Government,Q1,February
TXN003171,2023-08-26,Central,UAE,Entresto,Cardiology,St. Luke's,Non-Prescriber,Rep_040,180,36353.34,2258.41,9200.14,24894.79,2564.15,91,Hospital,Q3,August
TXN003172,2023-08-24,Central,UAE,Brilinta,Cardiology,Sunrise Clinic,Non-Prescriber,Rep_036,208,109348.93,5708.01,34943.04,68697.88,3821.4,238,Retail Pharmacy,Q3,August
TXN003173,2024-02-18,West,Germany,Herceptin,Oncology,Sunrise Clinic,Non-Prescriber,Rep_015,135,17575.65,1687.51,5999.2,9888.94,938.85,133,Government,Q1,February
TXN003174,2024-06-06,North,USA,Eliquis,Cardiology,Apollo Hospital,High Prescriber,Rep_002,276,134208.27,24157.49,38020.09,72030.69,8069.85,478,Hospital,Q2,June
TXN003175,2025-11-30,South,Brazil,Opdivo,Oncology,Mercy General,Medium Prescriber,Rep_015,374,169267.27,15191.83,73168.03,80907.41,7429.8,415,Hospital,Q4,November
TXN003176,2025-09-03,North,USA,Ozempic,Diabetes,City Medical Center,Medium Prescriber,Rep_008,89,70410.54,12673.9,28049.86,29686.78,2817.99,13,Hospital,Q3,September
TXN003177,2025-10-18,North,USA,Comirnaty,Vaccines,Sunrise Clinic,Medium Prescriber,Rep_023,258,107335.98,19320.48,30797.61,57217.89,6049.56,203,Retail Pharmacy,Q4,October
TXN003178,2025-10-25,East,India,Eliquis,Cardiology,Cleveland Partners,High Prescriber,Rep_039,233,144851.31,11328.06,54951.77,78571.48,7655.91,265,Retail Pharmacy,Q4,October
TXN003179,2024-11-07,North,USA,Keytruda,Oncology,Metro Health,Low Prescriber,Rep_034,317,202697.22,36485.5,89878.74,76332.98,10633.48,279,Hospital,Q4,November
TXN003180,2023-09-19,South,Brazil,Ozempic,Diabetes,St. Luke's,Non-Prescriber,Rep_022,249,142345.06,8627.49,63646.81,70070.76,2903.85,19,Hospital,Q3,September
TXN003181,2025-07-27,Central,UAE,Trulicity,Diabetes,St. Luke's,Medium Prescriber,Rep_001,294,187623.04,5948.22,68983.96,112690.86,14835.68,476,Online Pharmacy,Q3,July
TXN003182,2024-10-02,Central,UAE,Nurtec,Neurology,Mercy General,Non-Prescriber,Rep_018,128,79264.31,4364.87,34980.59,39918.85,6317.33,192,Retail Pharmacy,Q4,October
TXN003183,2024-10-31,East,India,Entresto,Cardiology,St. Luke's,Non-Prescriber,Rep_007,94,17118.83,964.84,5186.21,10967.78,972.38,384,Online Pharmacy,Q4,October
TXN003184,2025-10-29,North,USA,Brilinta,Cardiology,Mercy General,Non-Prescriber,Rep_040,331,260716.25,46928.92,100610.32,113177.01,10798.24,145,Retail Pharmacy,Q4,October
TXN003185,2024-06-11,North,USA,Keytruda,Oncology,Metro Health,Low Prescriber,Rep_016,264,112285.51,20211.39,44035.02,48039.1,4494.78,103,Retail Pharmacy,Q2,June
TXN003186,2024-04-10,South,Brazil,Eliquis,Cardiology,Apollo Hospital,Non-Prescriber,Rep_013,280,162504.01,14378.87,41909.76,106215.38,9567.87,97,Government,Q2,April
TXN003187,2025-01-08,South,Brazil,Herceptin,Oncology,Apollo Hospital,Non-Prescriber,Rep_037,181,116737.0,8731.61,45868.91,62136.48,2982.49,62,Online Pharmacy,Q1,January
TXN003188,2023-01-03,South,Brazil,Herceptin,Oncology,Sunrise Clinic,Medium Prescriber,Rep_021,215,156598.07,11164.27,62528.61,82905.19,7187.22,244,Government,Q1,January
TXN003189,2024-05-19,North,USA,Trulicity,Diabetes,Mercy General,Medium Prescriber,Rep_028,278,205280.01,36950.4,70680.69,97648.92,5648.19,457,Government,Q2,May
TXN003190,2024-02-09,South,Brazil,Brilinta,Cardiology,St. Luke's,Low Prescriber,Rep_018,164,18501.24,1140.8,7875.36,9485.08,708.97,166,Hospital,Q1,February
TXN003191,2023-07-31,Central,UAE,Eliquis,Cardiology,Sunrise Clinic,Medium Prescriber,Rep_040,142,53045.95,2621.17,15027.35,35397.43,2688.85,402,Government,Q3,July
TXN003192,2024-04-27,North,USA,Aduhelm,Neurology,Metro Health,Low Prescriber,Rep_024,228,182064.23,32771.56,58480.74,90811.93,8311.53,244,Government,Q2,April
TXN003193,2024-08-08,North,USA,Aduhelm,Neurology,Sunrise Clinic,Low Prescriber,Rep_003,180,16286.17,2931.51,6970.37,6384.29,564.01,351,Government,Q3,August
TXN003194,2023-08-15,North,USA,Avastin,Oncology,City Medical Center,Non-Prescriber,Rep_018,66,35093.04,6316.75,10216.26,18560.03,2775.04,441,Online Pharmacy,Q3,August
TXN003195,2024-08-07,South,Brazil,Opdivo,Oncology,Sunrise Clinic,High Prescriber,Rep_032,218,113889.02,7087.57,29295.99,77505.46,8577.86,219,Hospital,Q3,August
TXN003196,2025-03-28,Central,UAE,Keytruda,Oncology,Sunrise Clinic,High Prescriber,Rep_032,523,281915.1,14461.03,111061.15,156392.92,16949.7,356,Retail Pharmacy,Q1,March
TXN003197,2024-10-13,Central,UAE,Eliquis,Cardiology,St. Luke's,Low Prescriber,Rep_011,201,152409.69,8689.53,59162.36,84557.8,10255.52,429,Online Pharmacy,Q4,October
TXN003198,2023-06-15,North,USA,Vyepti,Neurology,Metro Health,Low Prescriber,Rep_012,263,156164.94,28109.69,54868.22,73187.03,6791.96,366,Online Pharmacy,Q2,June
TXN003199,2023-06-25,South,Brazil,Shingrix,Vaccines,Cleveland Partners,High Prescriber,Rep_028,267,106820.45,8276.12,30457.8,68086.53,8114.34,84,Hospital,Q2,June
TXN003200,2024-04-17,East,India,Comirnaty,Vaccines,St. Luke's,Medium Prescriber,Rep_032,366,146501.16,13472.94,59653.34,73374.88,8944.81,79,Retail Pharmacy,Q2,April
TXN003201,2024-06-08,East,India,Eliquis,Cardiology,Cleveland Partners,Low Prescriber,Rep_040,315,166090.84,7809.51,72454.71,85826.62,5908.03,441,Hospital,Q2,June
TXN003202,2025-01-02,West,Germany,Brilinta,Cardiology,St. Luke's,High Prescriber,Rep_017,293,96849.81,8080.71,34089.14,54679.96,6620.8,425,Hospital,Q1,January
TXN003203,2024-09-18,South,Brazil,Herceptin,Oncology,Apollo Hospital,Medium Prescriber,Rep_034,197,20606.42,1730.19,7785.77,11090.46,556.06,292,Retail Pharmacy,Q3,September
TXN003204,2024-03-24,West,Germany,Avastin,Oncology,City Medical Center,Non-Prescriber,Rep_009,252,65703.96,3053.04,25372.14,37278.78,4845.5,389,Hospital,Q1,March
TXN003205,2023-07-18,North,USA,Entresto,Cardiology,Sunrise Clinic,High Prescriber,Rep_012,190,151401.48,27252.27,49256.13,74893.08,5687.79,157,Hospital,Q3,July
TXN003206,2024-11-15,Central,UAE,Herceptin,Oncology,Metro Health,Medium Prescriber,Rep_026,171,43564.8,1431.19,13510.15,28623.46,2905.77,247,Retail Pharmacy,Q4,November
TXN003207,2025-11-07,West,Germany,Entresto,Cardiology,Cleveland Partners,Non-Prescriber,Rep_033,107,49787.64,4908.34,20376.59,24502.71,1978.78,242,Retail Pharmacy,Q4,November
TXN003208,2024-01-15,West,Germany,Keytruda,Oncology,City Medical Center,Non-Prescriber,Rep_039,459,58593.7,2478.14,24664.24,31451.32,3653.13,139,Hospital,Q1,January
TXN003209,2023-07-04,South,Brazil,Jardiance,Diabetes,St. Luke's,Medium Prescriber,Rep_021,199,36115.41,3232.21,14946.73,17936.47,1384.16,318,Retail Pharmacy,Q3,July
TXN003210,2023-01-30,East,India,Herceptin,Oncology,Sunrise Clinic,Low Prescriber,Rep_017,229,159091.31,12480.1,46343.99,100267.22,10013.91,87,Hospital,Q1,January
TXN003211,2023-10-07,North,USA,Eliquis,Cardiology,Cleveland Partners,Low Prescriber,Rep_017,80,49650.4,8937.07,21298.74,19414.59,2944.09,271,Retail Pharmacy,Q4,October
TXN003212,2025-01-15,South,Brazil,Opdivo,Oncology,St. Luke's,High Prescriber,Rep_013,283,153207.28,9363.94,68047.82,75795.52,11964.07,457,Government,Q1,January
TXN003213,2025-09-07,West,Germany,Prevnar,Vaccines,Apollo Hospital,Low Prescriber,Rep_034,604,292677.52,17935.45,123827.3,150914.77,12776.13,344,Online Pharmacy,Q3,September
TXN003214,2023-03-18,North,USA,Brilinta,Cardiology,Apollo Hospital,Non-Prescriber,Rep_030,368,262405.12,47232.92,86775.38,128396.82,16182.94,89,Hospital,Q1,March
TXN003215,2025-07-25,North,USA,Prevnar,Vaccines,Cleveland Partners,Non-Prescriber,Rep_039,229,90700.25,16326.05,23213.81,51160.39,4176.1,232,Government,Q3,July
TXN003216,2024-07-23,West,Germany,Trulicity,Diabetes,Cleveland Partners,High Prescriber,Rep_010,146,23272.05,1719.99,5878.92,15673.14,808.47,316,Government,Q3,July
TXN003217,2025-04-19,East,India,Opdivo,Oncology,St. Luke's,High Prescriber,Rep_037,152,9262.9,712.53,3464.5,5085.87,228.95,386,Retail Pharmacy,Q2,April
TXN003218,2024-06-22,Central,UAE,Ozempic,Diabetes,City Medical Center,Non-Prescriber,Rep_040,225,146394.37,13326.68,51683.29,81384.4,11200.55,27,Government,Q2,June
TXN003219,2025-08-19,South,Brazil,Jardiance,Diabetes,City Medical Center,Non-Prescriber,Rep_025,338,30865.3,2648.13,12558.36,15658.81,1086.85,139,Retail Pharmacy,Q3,August
TXN003220,2024-08-17,South,Brazil,Herceptin,Oncology,Mercy General,Non-Prescriber,Rep_019,105,48741.24,3595.28,20570.97,24574.99,2391.56,340,Online Pharmacy,Q3,August
TXN003221,2025-11-12,Central,UAE,Vyepti,Neurology,Cleveland Partners,Non-Prescriber,Rep_032,420,276809.35,20121.31,105669.35,151018.69,7982.1,261,Retail Pharmacy,Q4,November
TXN003222,2025-08-28,West,Germany,Prevnar,Vaccines,City Medical Center,Medium Prescriber,Rep_019,325,155182.22,12697.85,44975.72,97508.65,7502.89,258,Hospital,Q3,August
TXN003223,2024-04-07,North,USA,Eliquis,Cardiology,Apollo Hospital,Low Prescriber,Rep_002,309,199951.75,35991.31,89712.46,74247.98,12596.28,377,Hospital,Q2,April
TXN003224,2024-11-22,North,USA,Comirnaty,Vaccines,Mercy General,Medium Prescriber,Rep_005,778,364905.78,65683.04,107286.49,191936.25,17006.33,244,Retail Pharmacy,Q4,November
TXN003225,2024-05-27,North,USA,Aduhelm,Neurology,Cleveland Partners,Low Prescriber,Rep_020,89,70975.9,12775.66,18045.04,40155.2,2715.57,175,Online Pharmacy,Q2,May
TXN003226,2024-05-09,North,USA,Keytruda,Oncology,Apollo Hospital,Medium Prescriber,Rep_007,460,86280.54,15530.5,35548.36,35201.68,4170.09,118,Online Pharmacy,Q2,May
TXN003227,2024-04-30,South,Brazil,Eliquis,Cardiology,Cleveland Partners,Medium Prescriber,Rep_016,130,33481.69,1104.62,9545.33,22831.74,1975.78,122,Hospital,Q2,April
TXN003228,2023-03-01,South,Brazil,Aduhelm,Neurology,Mercy General,Low Prescriber,Rep_009,362,157455.34,9140.99,46217.01,102097.34,4514.59,406,Retail Pharmacy,Q1,March
TXN003229,2025-10-20,South,Brazil,Vyepti,Neurology,St. Luke's,High Prescriber,Rep_039,406,172264.96,11430.27,68492.76,92341.93,9922.5,162,Online Pharmacy,Q4,October
TXN003230,2025-11-10,Central,UAE,Herceptin,Oncology,Apollo Hospital,High Prescriber,Rep_011,197,141054.93,8115.7,39102.68,93836.55,7778.24,144,Government,Q4,November
TXN003231,2024-01-31,Central,UAE,Shingrix,Vaccines,Apollo Hospital,High Prescriber,Rep_007,188,63232.32,4994.54,25807.42,32430.36,1942.35,103,Retail Pharmacy,Q1,January
TXN003232,2024-05-15,West,Germany,Jardiance,Diabetes,Mercy General,High Prescriber,Rep_012,227,170046.41,7118.09,60041.58,102886.74,5010.43,249,Hospital,Q2,May
TXN003233,2024-02-22,South,Brazil,Brilinta,Cardiology,Mercy General,High Prescriber,Rep_017,116,5845.6,307.98,1553.07,3984.55,440.05,83,Online Pharmacy,Q1,February
TXN003234,2024-02-28,East,India,Ozempic,Diabetes,City Medical Center,High Prescriber,Rep_023,254,152948.99,8416.47,39416.13,105116.39,11113.78,38,Hospital,Q1,February
TXN003235,2025-05-31,East,India,Eliquis,Cardiology,St. Luke's,Low Prescriber,Rep_003,89,68431.81,2150.69,22082.05,44199.07,1528.0,136,Retail Pharmacy,Q2,May
TXN003236,2024-02-22,East,India,Avastin,Oncology,Apollo Hospital,Non-Prescriber,Rep_010,195,39611.31,2405.84,13983.3,23222.17,3030.81,57,Government,Q1,February
TXN003237,2024-10-30,North,USA,Aduhelm,Neurology,Apollo Hospital,Low Prescriber,Rep_014,281,144232.77,25961.9,58451.22,59819.65,10404.6,162,Retail Pharmacy,Q4,October
TXN003238,2023-01-28,East,India,Avastin,Oncology,St. Luke's,Low Prescriber,Rep_003,225,89602.15,6606.02,37978.23,45017.9,1808.61,146,Hospital,Q1,January
TXN003239,2024-08-12,Central,UAE,Comirnaty,Vaccines,City Medical Center,Low Prescriber,Rep_036,109,10224.91,392.27,3204.72,6627.92,715.23,262,Hospital,Q3,August
TXN003240,2023-09-16,East,India,Jardiance,Diabetes,Cleveland Partners,Non-Prescriber,Rep_026,77,31278.92,1681.64,10447.46,19149.82,796.79,439,Hospital,Q3,September
TXN003241,2024-06-27,North,USA,Aduhelm,Neurology,City Medical Center,Low Prescriber,Rep_028,356,28061.65,5051.1,12008.73,11001.82,1902.69,423,Retail Pharmacy,Q2,June
TXN003242,2025-08-11,South,Brazil,Ozempic,Diabetes,City Medical Center,Low Prescriber,Rep_035,301,207754.15,13403.4,59489.55,134861.2,13729.01,37,Retail Pharmacy,Q3,August
TXN003243,2024-06-06,North,USA,Comirnaty,Vaccines,City Medical Center,High Prescriber,Rep_023,316,27890.26,5020.25,8508.75,14361.26,1152.21,451,Government,Q2,June
TXN003244,2024-08-28,South,Brazil,Brilinta,Cardiology,St. Luke's,High Prescriber,Rep_011,109,35676.28,2424.89,13233.05,20018.34,2504.17,86,Retail Pharmacy,Q3,August
TXN003245,2024-10-05,South,Brazil,Jardiance,Diabetes,Apollo Hospital,Non-Prescriber,Rep_010,189,98891.14,5557.4,31410.98,61922.76,5451.89,305,Hospital,Q4,October
TXN003246,2023-10-20,South,Brazil,Opdivo,Oncology,St. Luke's,Low Prescriber,Rep_018,226,129093.42,5173.97,56353.0,67566.45,4786.84,345,Hospital,Q4,October
TXN003247,2024-11-17,Central,UAE,Jardiance,Diabetes,Cleveland Partners,Medium Prescriber,Rep_018,356,128379.3,11381.67,40191.64,76805.99,6282.35,269,Online Pharmacy,Q4,November
TXN003248,2025-09-08,North,USA,Eliquis,Cardiology,Mercy General,High Prescriber,Rep_030,266,37659.91,6778.78,14938.51,15942.62,1348.47,375,Retail Pharmacy,Q3,September
TXN003249,2023-05-30,North,USA,Opdivo,Oncology,Mercy General,Low Prescriber,Rep_022,189,118598.13,21347.66,29693.28,67557.19,8592.1,85,Retail Pharmacy,Q2,May
TXN003250,2024-08-18,South,Brazil,Entresto,Cardiology,Metro Health,Low Prescriber,Rep_016,298,144117.18,11314.04,63896.26,68906.88,6259.76,300,Online Pharmacy,Q3,August
TXN003251,2024-03-31,East,India,Nurtec,Neurology,Apollo Hospital,High Prescriber,Rep_023,79,21818.24,1796.05,8099.02,11923.17,1094.58,463,Online Pharmacy,Q1,March
TXN003252,2025-03-30,West,Germany,Opdivo,Oncology,St. Luke's,Medium Prescriber,Rep_037,316,157569.82,8263.08,44970.31,104336.43,4386.46,131,Online Pharmacy,Q1,March
TXN003253,2024-07-17,Central,UAE,Eliquis,Cardiology,Cleveland Partners,Non-Prescriber,Rep_021,253,143443.73,7062.73,63547.11,72833.89,8080.18,340,Hospital,Q3,July
TXN003254,2024-01-04,East,India,Shingrix,Vaccines,St. Luke's,Low Prescriber,Rep_034,108,60637.85,2231.74,22634.14,35771.97,4791.36,287,Online Pharmacy,Q1,January
TXN003255,2023-12-23,North,USA,Keytruda,Oncology,Sunrise Clinic,Low Prescriber,Rep_037,214,114985.47,20697.38,29898.74,64389.35,4615.93,264,Online Pharmacy,Q4,December
TXN003256,2024-06-06,South,Brazil,Prevnar,Vaccines,Cleveland Partners,Low Prescriber,Rep_019,248,28723.22,1629.69,7951.51,19142.02,1398.37,323,Government,Q2,June
TXN003257,2024-02-15,South,Brazil,Avastin,Oncology,Apollo Hospital,Non-Prescriber,Rep_011,759,564002.17,24918.77,187625.95,351457.45,36061.47,367,Government,Q1,February
TXN003258,2024-08-08,North,USA,Keytruda,Oncology,Mercy General,Non-Prescriber,Rep_027,244,70362.32,12665.22,19333.48,38363.62,5365.81,229,Government,Q3,August
TXN003259,2023-07-09,North,USA,Brilinta,Cardiology,Apollo Hospital,Medium Prescriber,Rep_003,216,114401.15,20592.21,39852.85,53956.09,5814.45,321,Retail Pharmacy,Q3,July
TXN003260,2025-07-29,East,India,Keytruda,Oncology,Cleveland Partners,Low Prescriber,Rep_006,182,105907.69,5000.96,28740.57,72166.16,3463.04,336,Retail Pharmacy,Q3,July
TXN003261,2024-06-15,North,USA,Entresto,Cardiology,Mercy General,Medium Prescriber,Rep_039,224,148020.93,26643.77,37878.7,83498.46,4650.94,176,Online Pharmacy,Q2,June
TXN003262,2023-12-17,Central,UAE,Brilinta,Cardiology,Metro Health,Low Prescriber,Rep_011,246,89756.65,7614.36,26260.84,55881.45,5741.52,403,Online Pharmacy,Q4,December
TXN003263,2025-05-01,South,Brazil,Brilinta,Cardiology,Sunrise Clinic,Non-Prescriber,Rep_018,324,172739.12,11981.57,50002.19,110755.36,5978.14,204,Government,Q2,May
TXN003264,2024-01-23,Central,UAE,Ozempic,Diabetes,Mercy General,Medium Prescriber,Rep_016,260,18228.04,1009.59,7481.6,9736.85,409.57,29,Retail Pharmacy,Q1,January
TXN003265,2024-02-10,Central,UAE,Herceptin,Oncology,Metro Health,High Prescriber,Rep_008,480,102005.24,6456.34,26529.64,69019.26,8117.48,251,Government,Q1,February
TXN003266,2024-09-02,West,Germany,Shingrix,Vaccines,Sunrise Clinic,High Prescriber,Rep_040,182,20482.58,1542.05,6854.13,12086.4,1542.22,467,Government,Q3,September
TXN003267,2024-01-03,North,USA,Vyepti,Neurology,Metro Health,Low Prescriber,Rep_002,189,61301.09,11034.2,27425.17,22841.72,1472.48,85,Online Pharmacy,Q1,January
TXN003268,2024-03-27,South,Brazil,Ozempic,Diabetes,St. Luke's,High Prescriber,Rep_033,200,81423.68,2726.87,34737.82,43958.99,4363.91,15,Retail Pharmacy,Q1,March
TXN003269,2024-08-28,East,India,Opdivo,Oncology,Sunrise Clinic,Low Prescriber,Rep_004,171,38648.66,1213.79,14631.63,22803.24,1127.5,495,Online Pharmacy,Q3,August
TXN003270,2023-09-21,West,Germany,Brilinta,Cardiology,Apollo Hospital,Medium Prescriber,Rep_031,486,307253.22,26936.32,81320.67,198996.23,19105.17,229,Retail Pharmacy,Q3,September
TXN003271,2024-12-12,North,USA,Nurtec,Neurology,Cleveland Partners,Low Prescriber,Rep_015,157,66045.67,11888.22,24778.4,29379.05,2097.07,342,Hospital,Q4,December
TXN003272,2025-06-09,West,Germany,Comirnaty,Vaccines,Metro Health,High Prescriber,Rep_038,341,168983.86,13701.66,74484.65,80797.55,12003.85,346,Retail Pharmacy,Q2,June
TXN003273,2025-06-25,West,Germany,Jardiance,Diabetes,Mercy General,High Prescriber,Rep_008,251,157719.49,12191.64,58090.51,87437.34,6217.87,324,Retail Pharmacy,Q2,June
TXN003274,2025-11-20,Central,UAE,Nurtec,Neurology,St. Luke's,Medium Prescriber,Rep_001,307,46747.37,2644.75,15813.49,28289.13,1329.76,351,Hospital,Q4,November
TXN003275,2024-05-23,South,Brazil,Comirnaty,Vaccines,Sunrise Clinic,Low Prescriber,Rep_030,433,334805.96,19462.59,93473.69,221869.68,24471.1,407,Hospital,Q2,May
